surveyor_id,general_detail/genral_detail0/district,general_detail/genral_detail0/vdc,general_detail/genral_detail0/ward,general_detail/genral_detail0/location,general_detail/school/school_name,general_detail/school/image_school_name,general_detail/emis/school_code,general_detail/emis/school_emis,general_detail/verification/save_name,general_detail/verification/verified/yes,general_detail/school_type,general_detail/school_level/kindergarten,general_detail/school_level/primary,general_detail/school_level/lower_secondary,general_detail/school_level/secondary,general_detail/school_level/higher_secondary,general_detail/school_level/higher_education,general_detail/school_level/other,general_detail/school_level_other,general_detail/general_detail_1/number_pupils_staff,general_detail/general_detail_1/number_pupils_staff_estimate,general_detail/surveyed_date,general_detail/senior_surveyor,general_detail/surveyor,general_detail/gps_coordinates,general_detail/_gps_coordinates_latitude,general_detail/_gps_coordinates_longitude,general_detail/_gps_coordinates_altitude,general_detail/_gps_coordinates_precision,general_detail/weather_condition,general_detail/weather_condition_other,general_detail/school_contacts,general_detail/contacts_count,general_detail/contacts[1]/contact_phone,general_detail/contacts[1]/contact_photo,general_detail/contacts[1]/contact_name,general_detail/contacts[1]/years,general_detail/contacts[1]/contact_position,general_detail/contacts[2]/contact_phone,general_detail/contacts[2]/contact_position,general_detail/contacts[2]/contact_email,general_detail/contacts[2]/contact_name,general_detail/contacts[2]/years,general_detail/contacts[2]/contact_photo,general_detail/contacts[1]/contact_email,general_detail/contacts[2]/contact_position_other,general_detail/contacts[1]/contact_position_other,general_detail/contacts[3]/contact_phone,general_detail/contacts[3]/contact_photo,general_detail/contacts[3]/contact_name,general_detail/contacts[3]/years,general_detail/contacts[3]/contact_position,general_detail/contacts[3]/contact_email,general_detail/contacts[3]/contact_position_other,exposure/exposure_1/travel_time_to_building_material/on_foot_building_material,exposure/exposure_1/travel_time_to_building_material/motorbike_building_material,exposure/exposure_1/travel_time_to_building_material/car_building_material,exposure/exposure_1/travel_time_to_building_material/truck_building_material,exposure/exposure_1/travel_time_to_building_material/other_1,exposure/exposure_1/travel_time_to_building_material/other_building_material,exposure/exposure_1/travel_time_to_building_material/comment_travel_time_to_major_town,exposure/exposure_2/travel_time_to_major_town/on_foot_travel_time_to_major_town,exposure/exposure_2/travel_time_to_major_town/motorbike_travel_time_to_major_town,exposure/exposure_2/travel_time_to_major_town/car_travel_time_to_major_town,exposure/exposure_2/travel_time_to_major_town/truck_travel_time_to_major_town,exposure/exposure_2/travel_time_to_major_town/other_2,exposure/exposure_2/travel_time_to_major_town/other_travel_time_to_major_tim,exposure/exposure_2/travel_time_to_major_town/comment_travel_time_to_major_town,exposure/exposure_3/distance_river,exposure/exposure_3/comment_distance_river,flooding/exposure_4/risk_of_flooding,flooding/exposure_4/comment_risk_of_flooding,flooding/exposure_4/image_risk_of_flooding,flooding/flooding_risk/last_flood_event,flooding/flooding_risk/exposure_5/flood_height,flooding/flooding_risk/exposure_5/comment_flood_height,flooding/flooding_risk/exposure_5/image_flood_height,flooding/flooding_risk/exposure_6/flood_mitigation_measures/flood_barriers,flooding/flooding_risk/exposure_6/flood_mitigation_measures/water_exclusion,flooding/flooding_risk/exposure_6/flood_mitigation_measures/flood_storage,flooding/flooding_risk/exposure_6/flood_mitigation_measures/flood_control_structure,flooding/flooding_risk/exposure_6/flood_mitigation_measures/water_diversion,flooding/flooding_risk/exposure_6/flood_mitigation_measures/none,flooding/flooding_risk/exposure_6/comment_flood_mitigation_measures,flooding/flooding_risk/exposure_6/image_flood_mitigation_measures,flooding/exposure_7/man_made_drainage,flooding/exposure_7/comment_man_made_drainage,flooding/exposure_7/image_man_made_drainage,flooding/exposure_8/drainage_system_culverts_overflowed,flooding/exposure_8/comment_drainage_system_culverts_overflowed,flooding/exposure_8/image_drainage_system_culverts_overflowed,landslide/exposure_9/landslide_risk/slope_stabilisation,landslide/exposure_9/landslide_risk/retention_wall,landslide/exposure_9/landslide_risk/rock_fall,landslide/exposure_9/landslide_risk/avalanche,landslide/exposure_9/landslide_risk/heavy_erosion,landslide/exposure_9/landslide_risk/none,landslide/exposure_9/image_landslide_risk,landslide/exposure_10/landslide_history,landslide/exposure_10/comment_landslide_history,topography/general_terrain,topography/general_terrain_other,topography/exposure_11/general_topography/flat,topography/exposure_11/general_topography/terraced,topography/exposure_11/general_topography/sloping_site,topography/exposure_11/general_topography/school_near_base_of_slope,topography/exposure_11/general_topography/top_of_hill,topography/exposure_11/comment_general_topography,topography/exposure_11/image_general_topography,surroundings/approx_distance_to_road,surroundings/exposure_12/road_condition,surroundings/exposure_12/comment_road_condition,surroundings/exposure_12/image_road_condition,surroundings/exposure_13/linear_feature,surroundings/exposure_13/image_linear_feature,physical_planning/number_of_buildings,physical_planning/physical_planning_1/number_of_tlc,physical_planning/physical_planning_1/image_number_of_tlc,physical_planning/physical_planning_2/funded/unicef,physical_planning/physical_planning_2/funded/ingo,physical_planning/physical_planning_2/funded/ngo,physical_planning/physical_planning_2/funded/community,physical_planning/physical_planning_2/funded/int_donor,physical_planning/physical_planning_2/funded/local_donor,physical_planning/physical_planning_2/funded/dk,physical_planning/physical_planning_2/funded_1/ingo,physical_planning/physical_planning_2/funded_1/ngo,physical_planning/physical_planning_2/funded_1/int_donor,physical_planning/physical_planning_2/funded_1/local_donor,physical_planning/owns_land,physical_planning/owns_land_other,physical_planning/physical_planning_3/safe_location,physical_planning/physical_planning_3/comment_safe_location,physical_planning/physical_planning_3/image_safe_location,physical_planning/physical_planning_4/location_for_tlc,physical_planning/physical_planning_4/comment_safe_location,physical_planning/physical_planning_4/image_safe_location,physical_planning/physical_planning_5/toilet_functioning,physical_planning/physical_planning_5/comment_toilet_functioning,physical_planning/physical_planning_5/image_toilet_functioning,physical_planning/toilet_damaged,physical_planning/physical_planning_6/wash_facilities,physical_planning/physical_planning_6/comment_wash_facilities,physical_planning/physical_planning_6/image_wash_facilities,physical_planning/water_tanks,physical_planning/physical_planning_7/electricity_supply,physical_planning/physical_planning_7/comment_electricity_supply,physical_planning/physical_planning_7/image_electricity_supply,physical_planning/physical_planning_8/backup_generator/generator,physical_planning/physical_planning_8/backup_generator/solar,physical_planning/physical_planning_8/backup_generator/none,physical_planning/physical_planning_8/comment_backup_generator,physical_planning/physical_planning_8/image_backup_generator,physical_planning/physical_planning_9/exit_point,physical_planning/physical_planning_9/comment_exit_point,physical_planning/physical_planning_9/image_exit_point,physical_planning/site_plan,physical_planning/physical_planning_10/proximity_to_unsafe/perimeter_walls,physical_planning/physical_planning_10/proximity_to_unsafe/water_towers,physical_planning/physical_planning_10/proximity_to_unsafe/large_tree,physical_planning/physical_planning_10/proximity_to_unsafe/utility_plant,physical_planning/physical_planning_10/proximity_to_unsafe/chemical_factories,physical_planning/physical_planning_10/proximity_to_unsafe/vulnerable_buildings,physical_planning/physical_planning_10/proximity_to_unsafe/forest,physical_planning/physical_planning_10/proximity_to_unsafe/none,physical_planning/physical_planning_10/proximity_to_unsafe/other,physical_planning/physical_planning_10/proximity_to_unsafe_other,physical_planning/physical_planning_10/comment_proximity_to_unsafe,physical_planning/physical_planning_10/image_proximity_to_unsafe,meta/instanceID,_uuid,_submission_time,_tags,_notes,_version,_duration,_submitted_by
Bda30,31,31010,2,Bicharithok,Shree Swochchhanda Bhairab HSS,1443343584759.jpg,0005,EMIS310100005,SCHOOL EMIS310100005,True,public,False,False,False,False,True,False,False,n/a,n/a,betn_100_499,2015-09-27,Rakesh,Juna,n/a,n/a,n/a,n/a,n/a,overcast,n/a,2,2,9845234544,1443343468822.jpg,Uttam Mohan Adhikari,11.0,vice_principal,9845124510,teacher,Paudel_binaya30@yahoo.com,Binaya Paudel,4.0,1443342580958.jpg,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.0,n/a,n/a,No source nearby.. The nearest source is Hetauda for every material,n/a,n/a,n/a,2.5,n/a,n/a,Kulekhani Sera,200.0,Chitlang river,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,False,False,False,False,True,n/a,n/a,n/a,mountainous,n/a,False,True,True,False,False,n/a,n/a,bet_100_1000m,unsurfaced_road_good,n/a,n/a,no,n/a,7,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,school,n/a,yes,More than 11 ropani,n/a,yes,n/a,n/a,2,n/a,n/a,1,running_water,n/a,1443343799616.jpg,yes,yes,n/a,n/a,False,False,True,Non loadshading area...,n/a,_2,n/a,1443343724417.jpg,n/a,False,False,False,False,False,False,False,True,False,n/a,n/a,n/a,uuid:e3d8ed6d-b353-432e-8d43-786f58ebdac6,e3d8ed6d-b353-432e-8d43-786f58ebdac6,2015-09-27T13:17:26,,,201509251214,,None
Bda30,31,31001,5,Gairigaun,Shree chandika devi PRA V ,1443408949111.jpg,0011,EMIS310010011,SCHOOL EMIS310010011,True,public,True,True,False,False,False,False,False,n/a,135,n/a,2015-09-28,C.N Pandey,Suman Bhattarai,27.65145024 84.99640652 1769.699951171875 4.0,27.65145024,84.99640652,1769.699951171875,4.0,overcast,n/a,2,2,9845070995,1443409262840.jpg,Bhaktaman Thing,12.0,principal,9812237274,school_management,n/a,Bhim bahadur gole,20.0,1443409348131.jpg,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5,n/a,n/a,Palung is the place from where required building materials can be brought.,n/a,n/a,n/a,1.5,n/a,n/a,Sand can also be brought from the palung.,2.0,Tap water is used by collecting in a tank. No other source available.,yes,Flood can occur during heavy rainfall.,1443409754619.jpg,Occurred in 2050 BS.,0.3,n/a,1443409854445.jpg,False,False,False,False,False,True,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,True,False,False,False,False,False,1443409967082.jpg,2050,n/a,mountainous,n/a,False,False,True,False,False,Three blocks located at sloping site,1443410091177.jpg,less_than_10m,unsurfaced_road_good,n/a,1443410125601.jpg,no,n/a,3,1,1443410211880.jpg,False,False,True,False,False,False,False,n/a,"RADO Nepal, Terfoun",n/a,n/a,government,n/a,yes,n/a,1443410310144.jpg,no,n/a,n/a,2,n/a,1443410371189.jpg,0,running_water,Water tank is made to collect tap water.,1443410491115.jpg,yes,no,n/a,n/a,False,False,True,n/a,n/a,_2,At front and back.,1443410616330.jpg,1443410669379.jpg,False,False,False,False,False,False,False,True,False,n/a,n/a,n/a,uuid:ee137604-37f9-4740-88e1-aaa5c162a4eb,ee137604-37f9-4740-88e1-aaa5c162a4eb,2015-09-28T05:48:40,,,201509251214,,None
Bda30,31,31021,2,Do van char,Kampala n.m.b,1443413366408.jpg,0001,EMIS310210001,SCHOOL EMIS310210001,True,public,False,False,True,False,False,False,False,n/a,254,n/a,2015-09-28,Madan chitrakar,Durham ghimire,27.38585345 85.15570149 416.0 5.0,27.38585345,85.15570149,416.0,5.0,sunny_fair,n/a,1,1,n/a,n/a,Kumar adhikari,n/a,principal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.0,n/a,n/a,n/a,n/a,n/a,n/a,1.5,n/a,n/a,n/a,200.0,n/a,no,n/a,1443414645498.jpg,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,False,False,False,False,False,True,n/a,n/a,n/a,plain,n/a,True,False,False,False,False,n/a,n/a,less_than_10m,surfaced_road_poor,n/a,1443414740815.jpg,no,n/a,4,1,1443414788586.jpg,False,True,False,False,False,False,False,FClass to take in temp shades,n/a,n/a,n/a,government,n/a,yes,n/a,1443414881092.jpg,yes,n/a,1443414896815.jpg,2,Workingp,1443415174549.jpg,0,running_water,n/a,n/a,no,yes,n/a,n/a,False,False,True,n/a,1443415270912.jpg,_1,n/a,1443415303031.jpg,1443415363016.jpg,False,False,False,False,False,False,False,True,False,n/a,n/a,n/a,uuid:75a6828b-fc5e-4796-a873-1c0101d4a0a0,75a6828b-fc5e-4796-a873-1c0101d4a0a0,2015-09-28T12:51:36,,,201509251214,,None
Bda30,31,31021,4,Bhalukhola diwawati,Panchankanya,1443428951304.jpg,0002,EMIS310210002,SCHOOL EMIS310210002,True,public,False,True,False,False,False,False,False,n/a,73,n/a,2015-09-28,Madan chitrakar,Mr ghimmire,27.38136332 85.16786163 412.0 4.0,27.38136332,85.16786163,412.0,4.0,sunny_fair,n/a,2,2,9845438790,1443429203814.jpg,Surendra binya,15.0,principal,n/a,teacher,n/a,Urmila khanal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5,n/a,n/a,n/a,n/a,n/a,n/a,1.5,n/a,n/a,n/a,50.0,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,False,False,False,False,False,True,n/a,n/a,n/a,plain,n/a,True,False,False,False,False,n/a,n/a,less_than_10m,surfaced_road_poor,n/a,1443429355298.jpg,no,n/a,3,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,community,n/a,yes,n/a,1443429441915.jpg,yes,n/a,n/a,0,Damaged due to rain,1443429517941.jpg,0,running_water,n/a,1443429573665.jpg,yes,no,n/a,n/a,False,False,True,n/a,n/a,more_than_2,No boundary wall,n/a,n/a,False,False,False,False,False,False,False,True,False,n/a,n/a,n/a,uuid:b51de347-1ba1-45d0-97f1-1f24910d3361,b51de347-1ba1-45d0-97f1-1f24910d3361,2015-09-28T13:46:55,,,201509251214,,None
Bda30,31,31019,7,pranami Nagar,Nijananda Pra V,1443432190861.jpg,0013,EMIS310190013,SCHOOL EMIS310190013,True,public,True,True,False,False,False,False,False,n/a,82,n/a,2015-09-28,Nawa Raj Bhandari,Netra Prasad Pandey,27.376665589999998 85.08816226 409.6000061035156 5.0,27.376665589999998,85.08816226,409.6000061035156,5.0,sunny_fair,n/a,1,1,9845029811,1443432570520.jpg,Ghna Shyam Dhakal,14.0,principal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.75,n/a,n/a,From Hetauda,n/a,n/a,n/a,1.5,n/a,n/a,kukureni Khola,50.0,Kahare khola. Water available during rainy season only,yes,Kahare khola. Near building,1443432882391.jpg,2058,1.0,n/a,n/a,False,False,False,False,False,True,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,False,False,False,False,False,True,n/a,n/a,n/a,plain,n/a,True,False,False,False,False,n/a,1443433028216.jpg,less_than_1m,unsurfaced_road_poor,n/a,1443433099262.jpg,no,n/a,2,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,school,n/a,yes,n/a,1443433179925.jpg,yes,n/a,1443433226609.jpg,2,n/a,1443433331128.jpg,99,running_water,Pipeline supply from well boring,1443433399327.jpg,yes,no,Pole near 200 m,1443433521055.jpg,False,False,True,n/a,n/a,n/a,Open no bondary wall,n/a,1443438419414.jpg,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kahare khola,1443433657692.jpg,uuid:91b41c92-0a66-4814-a171-4204376e85f6,91b41c92-0a66-4814-a171-4204376e85f6,2015-09-28T15:32:53,,,201509251214,,None
Bda30,31,31019,9,Chisapani,Jana Priya Uchha Ma V,1443404445444.jpg,0008,EMIS310190008,SCHOOL EMIS310190008,True,public,False,True,True,True,True,True,False,n/a,1100,n/a,2015-09-28,Nawa Raj Bhandari,Netra Prasad Pandey,27.38180784 85.08045857 387.79998779296875 5.0,27.38180784,85.08045857,387.79998779296875,5.0,overcast,n/a,1,1,9845125333,1443402491813.jpg,Dhanik Lal Shah,20.0,principal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5,n/a,n/a,n/a,n/a,n/a,n/a,1.5,n/a,n/a,hetauda. 10 km. ,200.0,Well ,no,n/a,1443402738071.jpg,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,1443402815886.jpg,n/a,n/a,n/a,False,False,False,False,False,True,n/a,n/a,n/a,plain,n/a,True,False,False,False,False,n/a,n/a,betn_10_100m,unsurfaced_road_good,n/a,n/a,no,n/a,6,3,1443403156040.jpg,False,True,False,False,False,False,False,Civil Nepal,n/a,n/a,n/a,school,n/a,yes,n/a,1443403270869.jpg,yes,Outside school large area,n/a,5,n/a,n/a,99,borehole,Hilltank on floor,n/a,yes,yes,n/a,n/a,True,False,False,n/a,n/a,_1,Maingate,1443403650379.jpg,1443404045190.jpg,True,False,False,False,False,False,False,False,False,n/a,Concrete block wall. 7 feet height,1443404167362.jpg,uuid:ebc25328-4770-486f-8c80-ba5d3fb57a5e,ebc25328-4770-486f-8c80-ba5d3fb57a5e,2015-09-28T15:47:10,,,201509251214,,None
Bda30,31,31019,6,Gairigaun,Pancha Kanya pra V,1443440895982.jpg,0004,EMIS310190004,SCHOOL EMIS310190004,True,public,True,True,False,False,False,False,False,n/a,80,n/a,2015-09-28,Nawa Raj Bhandari,Netra Prasad Pandey,27.3879283 85.09228707 389.1000061035156 4.0,27.3879283,85.09228707,389.1000061035156,4.0,overcast,n/a,1,1,9745000676,1443441416889.jpg,Bashu Sapkota,27.0,principal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.3,n/a,n/a,Chisapani,n/a,n/a,n/a,0.5,n/a,n/a,Churiya. Gauritar,3000.0,n/a,no,n/a,1443441591472.jpg,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,False,False,False,False,False,True,n/a,n/a,n/a,plain,n/a,True,False,False,False,False,n/a,1443441648169.jpg,bet_100_1000m,unsurfaced_road_poor,n/a,1443441718988.jpg,no,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,school,n/a,yes,n/a,1443441771853.jpg,no,n/a,n/a,1,n/a,1443441826138.jpg,1,borehole,n/a,1443441859838.jpg,yes,yes,n/a,1443441898245.jpg,False,False,True,n/a,n/a,_1,Barbed wire compound,n/a,1443458503548.jpg,False,False,False,False,False,False,False,True,False,n/a,n/a,n/a,uuid:3e7737b8-14f6-48c5-b736-2c5818743ae5,3e7737b8-14f6-48c5-b736-2c5818743ae5,2015-09-28T16:58:23,,,201509251214,,None
PACE12,26,26003,1,"Taulachhen, current location libali 2",Shree Brahmayani Primary School,1443431014185.jpg,0028,EMIS260030028,SCHOOL EMIS260030028,True,public,True,True,False,False,False,False,False,n/a,n/a,betn_50_99,2015-09-28,Sabir Baidya,Pradip Sharma,27.67241716 85.44002442 1284.199951171875 5.0,27.67241716,85.44002442,1284.199951171875,5.0,sunny_fair,n/a,1,1,9841119782,1443431341898.jpg,Tirtha laxmi dhanchha,23.0,principal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5,0.5,0.5,1.0,n/a,n/a,n/a,0.5,0.5,0.5,1.0,n/a,n/a,n/a,400.0,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,False,False,False,False,False,True,n/a,n/a,n/a,plain,n/a,True,False,False,False,False,n/a,1443434042588.jpg,less_than_10m,unsurfaced_road_good,n/a,1443434115430.jpg,no,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,government,n/a,yes,n/a,1443434168634.jpg,no,n/a,n/a,3,n/a,1443434225257.jpg,n/a,borehole,n/a,1443434262866.jpg,yes,yes,n/a,1443434310024.jpg,False,False,True,n/a,n/a,_2,n/a,1443434388162.jpg,1443448919742.jpg,False,False,False,False,False,False,False,True,False,n/a,n/a,n/a,uuid:58bcfa31-7cb3-4627-a6cb-311d4542c888,58bcfa31-7cb3-4627-a6cb-311d4542c888,2015-09-28T18:47:16,,,201509251214,,None
PACE12,26,26003,3,Tachapal Tole,Shree Dattatraya Ni Ma Vi,1443432553867.jpg,0106,EMIS260030106,SCHOOL EMIS260030106,True,public,True,True,True,False,False,False,False,n/a,n/a,betn_50_99,2015-09-28,Rabindra Maharjan,Nar Bahadur Thapa,27.67388299 85.43527 1290.9000244140625 5.0,27.67388299,85.43527,1290.9000244140625,5.0,sunny_fair,n/a,1,1,9841393662,1443434050076.jpg,Sharmila Shrestha,30.0,principal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5,n/a,n/a,n/a,n/a,n/a,n/a,0.5,n/a,n/a,n/a,0.5,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,n/a,1443433006244.jpg,no,n/a,n/a,False,False,False,False,False,True,n/a,n/a,n/a,valley_floor,n/a,True,False,False,False,False,n/a,1443433083319.jpg,bet_100_1000m,surfaced_road_good,n/a,1443433155860.jpg,no,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,school,n/a,no,But there is chowk near by,n/a,no,n/a,n/a,4,n/a,n/a,0,running_water,n/a,n/a,yes,yes,Connected to electric supply but not in school's name,n/a,False,False,True,n/a,n/a,_1,n/a,n/a,1443480802583.jpg,False,False,False,False,False,False,False,True,False,n/a,Adjacent buildings and near by buildings are present. Their condition is good.,n/a,uuid:9cbba21e-19e3-4165-a50f-5f475dd60780,9cbba21e-19e3-4165-a50f-5f475dd60780,2015-09-29T02:56:55,,,201509251214,,None
Bda30,31,31033,2,Alichidamar,Lekh pandran,1443422884588.jpg,0004,EMIS310330004,SCHOOL EMIS310330004,True,public,False,True,False,False,False,False,False,n/a,n/a,betn_50_99,2015-09-28,Surendra Raut,Achyut Raj paudel,27.50520493 85.07278713 640.2000122070313 6.0,27.50520493,85.07278713,640.2000122070313,6.0,sunny_fair,n/a,1,1,9845295960,1443423509113.jpg,Parlad baniya,n/a,principal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5,n/a,n/a,n/a,n/a,n/a,n/a,0.5,n/a,n/a,n/a,n/a,n/a,n/a,20.0,n/a,yes,n/a,1443423614023.jpg,2070,n/a,n/a,n/a,True,True,False,False,False,False,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,False,False,False,False,True,False,1443423812027.jpg,n/a,No history but probility,foothills,n/a,True,False,False,False,False,n/a,n/a,betn_10_100m,surfaced_road_good,n/a,n/a,no,n/a,1,n/a,1443423925572.jpg,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,community,n/a,yes,n/a,1443423942261.jpg,no,n/a,n/a,1,n/a,1443423965730.jpg,n/a,running_water,n/a,1443423987118.jpg,yes,no,n/a,n/a,False,False,True,n/a,n/a,_1,n/a,n/a,1443425192510.jpg,False,False,False,False,False,False,False,True,False,n/a,n/a,n/a,uuid:411789db-074d-4adb-9d1c-f1282ba5acec,411789db-074d-4adb-9d1c-f1282ba5acec,2015-09-29T15:39:38,,,201509251214,,None
